tag,name,townHallLevel,townHallWeaponLevel,expLevel,trophies,bestTrophies,warStars,attackWins,defenseWins,builderHallLevel,versusTrophies,bestVersusTrophies,versusBattleWins,role,warPreference,donations,donationsReceived,league,clanName,clanTag,datePulled
#PJG0YPUV0,Warmonger,13,2,150,2462,3058,616,0,0,8,2547,2631,733,admin,in,0,0,,Immortal Rising,#28Q99QL0Q,7/29/2022
#9C2RUVGR0,Silent Warrior,11,,117,2230,2523,285,0,0,6,1875,1875,140,member,in,0,0,,Immortal Rising,#28Q99QL0Q,7/29/2022
#J208G8LJ,Oak,11,,137,2211,3134,113,0,0,7,2108,2134,141,member,in,0,0,,Immortal Rising,#28Q99QL0Q,7/29/2022
#LQPUL0CYU,‼️Cronus‼️,11,,111,2166,2398,503,0,0,7,2158,2184,147,member,in,0,0,,Immortal Rising,#28Q99QL0Q,7/29/2022
#PJ9QP9UCU,Zee,12,5,99,2058,2276,36,0,0,8,2275,2275,191,member,in,0,0,,Immortal Rising,#28Q99QL0Q,7/29/2022
#LCVGVY9CQ,Azizur2.0,9,,84,1206,2001,265,0,0,4,1626,1626,72,member,in,0,0,,Immortal Rising,#28Q99QL0Q,7/29/2022
#80P09JL8Y,PIRATE KING,9,,70,1194,1423,94,0,0,3,921,921,40,member,in,0,0,,Immortal Rising,#28Q99QL0Q,7/29/2022
#22QYV8RPG,boog215,14,5,218,5092,5602,1400,31,1,9,4143,4143,909,leader,in,308,2553,Legend League,No Mercy,#LLJCVJQL,7/29/2022
#GJGYYCPR,Mighty Magoona,14,1,227,4434,4810,1725,12,0,9,4741,4981,3616,member,in,135,0,Titan League II,No Mercy,#LLJCVJQL,7/29/2022
#88U9R99LG,BøøG,14,5,259,4016,5669,3083,0,0,9,4148,4180,1281,coLeader,in,845,155,,No Mercy,#LLJCVJQL,7/29/2022
#22LJ0V09P,Cuebert,13,5,203,3939,4678,865,10,0,9,3704,4114,1745,member,in,40,141,Champion League I,No Mercy,#LLJCVJQL,7/29/2022
#88JQCRRC,Kapatiz,13,5,229,3938,5305,1019,2,0,9,4876,5080,2687,admin,out,336,154,Champion League I,No Mercy,#LLJCVJQL,7/29/2022
#90V9RUYY,AXiS,13,5,170,3895,3917,544,18,1,9,3311,3683,1524,member,out,174,599,Champion League I,No Mercy,#LLJCVJQL,7/29/2022
#LPG9G2QQ,mgnyc11,12,5,175,3695,3740,930,7,1,9,3287,3540,1357,member,in,0,0,Champion League II,No Mercy,#LLJCVJQL,7/29/2022
#CV9828PR,Poseidon,14,5,233,3514,5495,2404,0,0,9,4807,5292,3203,member,in,0,90,,No Mercy,#LLJCVJQL,7/29/2022
#98VQVU0PR,Jasper™,14,1,205,3493,5052,1822,4,1,7,2255,2440,386,member,in,0,192,Champion League II,No Mercy,#LLJCVJQL,7/29/2022
#UQPVVVUC,mah Than Long,14,5,190,3480,4079,815,0,0,9,3454,3659,1209,admin,in,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#8QGVLRGLQ,TrickyEaglebeak,12,1,154,3392,3432,1508,10,0,6,2227,2363,333,member,in,0,0,Champion League III,No Mercy,#LLJCVJQL,7/29/2022
#L9PPRJYUJ,F1nally5,13,5,191,3345,4734,1219,0,0,9,3952,4054,1063,member,in,187,0,,No Mercy,#LLJCVJQL,7/29/2022
#29JJUU000,PREDATOR,13,5,211,3313,5167,1486,3,3,9,3421,3451,963,coLeader,in,108,184,Champion League III,No Mercy,#LLJCVJQL,7/29/2022
#CUVY0CGJ,Fury Thurston,13,5,192,3289,4192,709,30,4,9,4255,4360,2237,admin,in,136,47,Champion League III,No Mercy,#LLJCVJQL,7/29/2022
#2R9JU02CC,nevermind,13,1,166,3136,3610,1045,0,0,9,3789,3850,1875,member,in,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#VVRVJ0JJ,Phyl,14,4,221,3135,3823,2621,0,0,9,4494,4553,1320,coLeader,in,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#QR0G9VYQ8,Noodle3,12,5,123,3129,3129,285,16,1,9,3024,3221,750,admin,in,273,0,Master League I,No Mercy,#LLJCVJQL,7/29/2022
#9LVL0VG0,senior shans,12,5,178,3081,3366,1323,2,3,8,2475,2562,258,admin,in,255,72,Master League I,No Mercy,#LLJCVJQL,7/29/2022
#R9YG09Q,Blues Boy,13,2,191,3055,4200,1952,1,0,9,3538,3588,948,coLeader,in,58,154,Master League I,No Mercy,#LLJCVJQL,7/29/2022
#Y2L90PY0L,★✰STARBOY✰★,12,5,163,3043,3613,1061,14,0,9,3294,3294,1929,member,in,447,288,Master League I,No Mercy,#LLJCVJQL,7/29/2022
#8QQCGU09G,Phyl2,13,5,205,3029,3752,2327,0,0,9,4254,4282,1030,coLeader,in,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#QG2289GU0,shuaib,11,,124,3001,3030,192,18,2,9,3289,3449,1244,admin,in,36,500,Master League I,No Mercy,#LLJCVJQL,7/29/2022
#CGYPURRC,Hermes,14,5,230,2989,5491,2270,0,3,9,3459,3479,1016,member,in,130,0,Master League II,No Mercy,#LLJCVJQL,7/29/2022
#QQL000JCP,Conorrhea,13,4,149,2958,4233,768,32,1,9,3373,3580,1086,coLeader,in,742,501,Master League I,No Mercy,#LLJCVJQL,7/29/2022
#Q2RRJUG,hunggo,13,5,208,2950,4604,1729,4,3,9,3605,3722,897,admin,in,0,0,Master League II,No Mercy,#LLJCVJQL,7/29/2022
#J29ULP8,Mr.Joshua,14,5,182,2916,4268,449,0,0,9,3972,4072,1041,admin,out,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#VLRLJCYQ,Ares,14,5,233,2879,5312,1796,1,4,9,3773,4970,2911,member,in,69,0,Master League II,No Mercy,#LLJCVJQL,7/29/2022
#8LCUPJGY0,Ancient Atomist,14,3,220,2869,5185,1461,0,0,9,3577,3848,1262,member,in,196,0,Master League II,No Mercy,#LLJCVJQL,7/29/2022
#RGRJURGU,Boog Bunny,13,5,191,2832,3355,1499,2,3,9,3198,3319,398,coLeader,in,1648,122,Master League II,No Mercy,#LLJCVJQL,7/29/2022
#Q2JL8J98V,ConorrheaMini,12,1,105,2736,3238,374,0,0,9,2712,2850,619,coLeader,in,108,129,Master League III,No Mercy,#LLJCVJQL,7/29/2022
#908C0R9PV,✝ꜱᴀᴛʜᴇᴇꜱʜ✝,12,5,176,2682,4013,1161,0,0,9,3233,3411,1704,admin,in,46,0,Master League III,No Mercy,#LLJCVJQL,7/29/2022
#JRJCCUL,EQUINOX 7,12,5,168,2620,2853,920,0,0,8,2953,3195,1325,admin,in,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#8QYY2GYYU,OneCan,11,,129,2601,2619,562,1,1,7,2534,2597,395,admin,in,7,199,Master League III,No Mercy,#LLJCVJQL,7/29/2022
#PJJGV80RQ,manoj mk,12,4,150,2594,3201,559,9,1,9,3292,3292,758,admin,in,0,330,Crystal League I,No Mercy,#LLJCVJQL,7/29/2022
#P8R829CRL,Adarsh CK,12,1,145,2572,3157,520,0,0,8,2715,2905,1041,member,in,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#GJGYPRQV,jeremy,14,5,222,2569,4125,1073,9,3,9,4411,4794,1852,coLeader,in,264,251,Crystal League I,No Mercy,#LLJCVJQL,7/29/2022
#PQUC9CRP,Ki11 Switch,14,5,229,2487,5269,974,7,6,9,4014,4721,2937,admin,in,116,90,Crystal League I,No Mercy,#LLJCVJQL,7/29/2022
#JVCPC9V9,B.B.,12,3,157,2381,4355,1637,0,0,9,2902,3102,760,member,in,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#2GVQYRPP,darkauror15,13,1,170,2319,3467,504,4,0,9,3426,3567,1722,admin,in,142,0,Crystal League II,No Mercy,#LLJCVJQL,7/29/2022
#2J8YQV880,dilip,11,,137,2202,2846,507,0,0,7,2064,2214,437,coLeader,in,0,10,,No Mercy,#LLJCVJQL,7/29/2022
#9CG00L0P9,Bushmaster,12,5,150,2114,3149,238,19,2,9,3711,3805,1055,admin,out,144,40,Crystal League III,No Mercy,#LLJCVJQL,7/29/2022
#YYQRRP9LP,Tayra,11,,123,2074,3434,312,0,2,6,2039,2237,279,member,in,0,0,Crystal League III,No Mercy,#LLJCVJQL,7/29/2022
#Q2YR0Q88C,⭐️boog⭐️,11,,104,1833,2249,169,16,2,8,2249,2249,98,admin,in,223,224,Gold League I,No Mercy,#LLJCVJQL,7/29/2022
#9ULPPU02,Egg,12,5,189,1807,3999,889,6,4,9,4301,4434,2263,admin,in,133,186,Gold League I,No Mercy,#LLJCVJQL,7/29/2022
#PRL8GVGGP,NateYuhas19,11,,110,1800,2607,294,0,0,6,2095,2123,245,member,in,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#9UVU80JCG,imtiazyasin,10,,112,1755,2918,167,0,0,6,2122,2344,533,member,in,57,0,Gold League II,No Mercy,#LLJCVJQL,7/29/2022
#2LRYYU9PC,SHAN,10,,111,1672,1684,302,0,0,6,2217,2372,449,admin,in,0,0,,No Mercy,#LLJCVJQL,7/29/2022
#QJ229VVR2,Ice Chicken,13,1,78,1607,1673,38,0,0,4,50,50,0,admin,in,118,55,,No Mercy,#LLJCVJQL,7/29/2022
#QUR80P90J,ConorrheaTiny,9,,75,1554,1705,150,6,1,8,2322,2322,172,coLeader,in,0,308,Gold League III,No Mercy,#LLJCVJQL,7/29/2022
#L22QUCGR0,Blues,13,5,160,1393,2895,265,0,0,6,1812,1894,115,coLeader,out,62,0,,No Mercy,#LLJCVJQL,7/29/2022
#229JY0CGY,Ra[D]oN™,14,5,227,3900,5418,1197,6,1,9,3949,3949,817,coLeader,in,603,220,Champion League I,Indian Prestige,#PQJUJCPL,7/29/2022
#PU0PRVUR0,ANCHOR,14,5,224,3891,5030,1440,0,0,9,4642,5220,943,member,in,0,45,,Indian Prestige,#PQJUJCPL,7/29/2022
#PV9UC9P9,Parshant,14,5,215,3822,3975,1208,37,5,9,4178,4366,1936,leader,in,2141,1365,Champion League I,Indian Prestige,#PQJUJCPL,7/29/2022
#P8VPPLG2,Bhuvan,13,5,184,3655,5013,717,1,2,9,3702,4484,1581,admin,in,206,77,Champion League II,Indian Prestige,#PQJUJCPL,7/29/2022
#2L9CGV9R8,POGI,14,5,221,3652,3945,1631,8,3,9,4854,5125,1994,admin,in,1020,733,Champion League II,Indian Prestige,#PQJUJCPL,7/29/2022
#8PJGLCGLC,Azizur Rahman,13,5,207,3648,4788,1401,2,0,9,4091,4187,1032,admin,in,228,77,Champion League II,Indian Prestige,#PQJUJCPL,7/29/2022
#L80QQL2R0,JWBB,12,5,141,3616,3683,264,31,1,9,2803,3259,1337,member,in,715,804,Champion League II,Indian Prestige,#PQJUJCPL,7/29/2022
#PCVLQU2R8,Deadlock27,13,3,175,3562,3833,555,9,1,9,3532,3597,533,admin,in,623,526,Champion League II,Indian Prestige,#PQJUJCPL,7/29/2022
#QPC2C8G,Ranvir,14,5,230,3546,4796,2857,3,2,9,4587,4647,1743,admin,in,30,90,Champion League II,Indian Prestige,#PQJUJCPL,7/29/2022
#9L92CUU8J,BasBro,13,5,160,3483,3857,347,4,3,9,5169,5604,2477,coLeader,in,44,229,Champion League III,Indian Prestige,#PQJUJCPL,7/29/2022
#YYGRGVYG,AR Arnob Raj,14,5,220,3471,5028,1619,0,0,9,3245,3611,1366,admin,in,0,78,,Indian Prestige,#PQJUJCPL,7/29/2022
#LG8GUV0VU,Sushant,13,3,135,3445,3843,450,6,0,9,2746,3309,1460,admin,in,96,184,Champion League III,Indian Prestige,#PQJUJCPL,7/29/2022
#89UP0G2R2,Flouz Maluche,11,,133,3347,4105,403,22,0,8,2525,2606,643,member,in,145,938,Champion League III,Indian Prestige,#PQJUJCPL,7/29/2022
#JLLCQYUU,Count Dooku,13,4,168,3193,5005,276,2,4,9,4499,4584,1009,coLeader,in,829,0,Master League I,Indian Prestige,#PQJUJCPL,7/29/2022
#PGU2Q9J8R,premreddy,14,1,165,3120,3250,666,5,0,9,4320,4627,3669,admin,in,85,141,Master League I,Indian Prestige,#PQJUJCPL,7/29/2022
#QYVYJ0UPR,Anol,14,3,118,3115,3282,287,18,1,9,2873,3168,971,admin,in,57,310,Master League I,Indian Prestige,#PQJUJCPL,7/29/2022
#LJLPLVGR8,JAV,14,5,164,3095,3095,328,12,2,9,3907,4186,2377,admin,in,92,0,Master League I,Indian Prestige,#PQJUJCPL,7/29/2022
#9VCCC0GRR,OLver II,13,5,154,3092,5131,810,6,2,8,2581,2754,284,admin,in,613,569,Master League I,Indian Prestige,#PQJUJCPL,7/29/2022
#990V8RVVP,Sαr Kαr,12,5,212,3058,5002,1744,10,2,9,4223,4601,1783,admin,in,612,632,Master League I,Indian Prestige,#PQJUJCPL,7/29/2022
#8PQVPUPY0,BDT♥️SUFIAN,14,2,218,3025,5064,1470,5,2,9,3047,3373,1529,member,in,175,0,Master League I,Indian Prestige,#PQJUJCPL,7/29/2022
#Q829JPQRL,Lukany ビッグディック,14,5,121,2996,3050,225,9,0,9,2597,2597,215,admin,in,1182,749,Master League I,Indian Prestige,#PQJUJCPL,7/29/2022
#9PLLYL202,Dr.Strange,12,5,145,2957,3218,893,1,2,7,2570,2743,692,member,in,98,72,Master League II,Indian Prestige,#PQJUJCPL,7/29/2022
#P2CPVLU9L,Ice Phoenix,14,3,223,2873,5101,1867,6,3,9,3723,3815,1595,member,in,0,123,Master League II,Indian Prestige,#PQJUJCPL,7/29/2022
#298JY9QVV,K€!tH™,12,5,178,2872,3323,1209,5,0,9,4113,4208,2047,member,in,374,544,Master League II,Indian Prestige,#PQJUJCPL,7/29/2022
#QLUPQJR22,HannEs,14,3,95,2855,2880,371,7,0,6,1427,1427,54,admin,in,935,591,Master League II,Indian Prestige,#PQJUJCPL,7/29/2022
#2QQ8PULJJ,minipogi,12,5,172,2804,2929,677,10,2,9,4470,4474,943,admin,in,903,720,Master League II,Indian Prestige,#PQJUJCPL,7/29/2022
#L09JQCPQG,Maurice,13,3,108,2787,3071,266,6,0,9,3058,3185,668,member,in,154,74,Master League II,Indian Prestige,#PQJUJCPL,7/29/2022
#Y0YGQRQJR,Ez;(,14,2,120,2754,3894,197,1,2,7,2311,2311,331,member,in,45,0,Master League III,Indian Prestige,#PQJUJCPL,7/29/2022
#90LUJ90J0,Hannes Man,14,1,169,2726,5139,918,30,5,9,3787,3872,1342,coLeader,in,1379,1155,Master League III,Indian Prestige,#PQJUJCPL,7/29/2022
#LVY2GGRGG,Lochy,12,5,141,2715,4111,310,0,0,9,2755,2840,323,member,in,0,0,,Indian Prestige,#PQJUJCPL,7/29/2022
#802Y9JJUG,Akatsuki,12,5,126,2684,2737,269,5,0,9,2726,2726,687,member,in,1,720,Master League III,Indian Prestige,#PQJUJCPL,7/29/2022
#2U2QVYR,MyNameInder,12,5,128,2598,2787,226,0,2,7,2443,2528,660,member,in,123,41,Master League III,Indian Prestige,#PQJUJCPL,7/29/2022
#G8QCY098,hddnshs,11,,129,2528,2670,471,5,0,7,2356,2450,819,member,in,37,166,Crystal League I,Indian Prestige,#PQJUJCPL,7/29/2022
#VQ0V8VVQ,BeerVille,12,5,180,2484,3628,982,23,2,9,4204,4234,1377,admin,in,284,1731,Crystal League I,Indian Prestige,#PQJUJCPL,7/29/2022
#22Y0V90GY,nikhil,11,,109,2455,2578,288,12,1,9,2440,2440,251,admin,in,0,0,Crystal League I,Indian Prestige,#PQJUJCPL,7/29/2022
#LQPYLQR99,I AM GROOT,14,5,131,2437,3230,381,19,2,9,3078,3167,1015,admin,in,240,553,Crystal League I,Indian Prestige,#PQJUJCPL,7/29/2022
#PJ9PQLVY0,Dylan,13,3,177,2435,3266,656,6,2,9,4382,4467,1624,coLeader,in,58,227,Crystal League I,Indian Prestige,#PQJUJCPL,7/29/2022
#LGYC89GG,BUNTS,11,,113,2281,2281,244,22,1,7,2270,2369,345,member,in,0,580,Crystal League II,Indian Prestige,#PQJUJCPL,7/29/2022
#YQQ9Y9CPC,rj,14,1,138,2280,2387,268,14,1,9,3302,3387,1415,member,in,249,66,Crystal League II,Indian Prestige,#PQJUJCPL,7/29/2022
#PYVRYLV8L,Athul,13,4,159,2258,2858,911,14,5,9,3253,3488,1535,member,in,0,178,Crystal League II,Indian Prestige,#PQJUJCPL,7/29/2022
#YRQVPV8L8,@adriangoyard,13,5,145,2117,2955,402,10,1,9,3353,3419,737,member,in,141,0,Crystal League II,Indian Prestige,#PQJUJCPL,7/29/2022
#8QUCVGC2,xannn,12,1,151,2079,3323,331,15,3,9,3014,3170,795,admin,in,332,1080,Crystal League III,Indian Prestige,#PQJUJCPL,7/29/2022
#LULQP008C,coc lover,13,1,155,1766,3249,638,20,2,9,3917,3948,2412,admin,in,103,0,Gold League I,Indian Prestige,#PQJUJCPL,7/29/2022
#QCG2RPQ0G,R[a]D™,13,1,57,1718,2295,91,0,0,5,1096,1132,42,coLeader,in,4,0,,Indian Prestige,#PQJUJCPL,7/29/2022
#Q0GPQP2RY,DEAD£DEAL,14,1,125,1712,2659,351,4,3,9,2694,3045,901,admin,in,113,126,Gold League II,Indian Prestige,#PQJUJCPL,7/29/2022
#Q0RLV2G88,Acer DJ,13,4,135,1710,2778,253,4,2,9,3064,3394,1390,coLeader,in,160,93,Gold League II,Indian Prestige,#PQJUJCPL,7/29/2022
#YGJLRG2YG,Shredder,13,2,143,1701,5006,474,117,207,9,3874,4103,1170,admin,in,1015,1579,Gold League II,Indian Prestige,#PQJUJCPL,7/29/2022
#2LQPUVY28,persius,14,2,215,1661,4680,1848,0,7,8,2613,2826,653,admin,in,2667,346,Gold League II,Indian Prestige,#PQJUJCPL,7/29/2022
#2U0RQYY2,Ân-Kêë-T,12,4,161,1634,3540,522,15,1,7,2487,2518,532,member,in,99,335,Gold League II,Indian Prestige,#PQJUJCPL,7/29/2022
#9V2L99QRC,RaZr_Alpha,11,,129,1190,2404,280,4,1,9,3041,3102,1035,member,in,285,262,Silver League I,Indian Prestige,#PQJUJCPL,7/29/2022
#8C98082J,cookie monster,14,1,234,4853,5054,1848,19,0,9,3846,4255,2420,member,in,1093,633,Titan League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#RPU0LQR0,Big Dog 29,14,5,236,4522,5243,2460,17,2,9,4947,5305,3427,admin,in,1276,1326,Titan League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#QL0YGL8JP,The F Train,14,2,155,4451,4480,530,24,0,9,4028,4102,1722,member,in,387,1225,Titan League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#9UGJ02PU,CHIEF REDSKIN,14,2,207,4401,5010,1022,4,0,9,3048,3078,3231,leader,in,117,366,Titan League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#2L8UJQQ29,JohnChalant,14,5,227,4343,5535,1920,13,0,9,3867,3957,822,coLeader,in,3,0,Titan League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#GVPCQULP,*Bond007*,14,5,233,4162,5724,2086,0,2,9,4485,5062,2437,coLeader,in,167,48,Titan League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#PQJ0VLU0,Lucas,14,5,229,3990,4673,2866,0,0,9,3927,4610,3382,coLeader,in,69,3,,Invidia Bandit,#9VG8P90Q,7/30/2022
#G98YPPYQ,AJ,13,3,167,3915,4108,826,7,0,9,3571,3648,1275,member,in,196,297,Champion League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#YJU2QPLQ,cane,14,5,241,3709,3875,3195,0,0,9,2549,5092,3943,coLeader,in,140,78,Champion League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#YLCU2R922,Big Dog 87,12,5,148,3697,3946,947,14,1,7,2483,2680,657,admin,in,953,1330,Champion League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#GVYR22LP,Lady Deanna,13,2,215,3671,3897,2743,0,3,9,4271,5021,2048,admin,in,333,362,Champion League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#2C2R0228C,Darth Cool,14,3,220,3660,3660,3088,21,3,9,4585,4706,1974,member,in,30,2,Champion League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#Q0PJRLG9,Art Vandelay,12,5,204,3617,5020,954,11,0,9,3044,3268,1576,coLeader,in,319,569,Champion League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#QVGGVC02,MarketHood,14,5,226,3334,5184,1511,10,1,9,3372,3374,646,coLeader,in,0,0,Champion League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#LRVVPU08C,Dr. No,12,5,145,3327,3647,1081,0,2,9,3150,3150,763,member,in,48,72,Champion League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#LP0RVRP8,M0nkeyBumH3ad,14,5,183,3313,3756,2010,0,0,9,3700,3875,584,admin,in,60,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#QP8V9Y2G,tanvir khakh,12,5,168,3216,3326,648,0,0,9,3239,3358,968,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#982V0CC9Q,メイド・イン・ヘブン　〆Ice,12,3,141,3206,3503,644,2,1,9,2642,2873,541,member,in,45,0,Champion League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#VJU0809J,Quincy,12,5,170,3193,4348,781,2,0,8,2518,2579,459,member,in,40,42,Champion League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#9PRQYL90C,•ᴮᴬᴰʙᴏʏツ,14,5,210,3156,3561,784,31,3,9,2415,2822,954,member,in,1349,2415,Master League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#LYPR8JC9,Daniel,14,5,231,3155,4119,3506,0,1,9,3356,3356,159,coLeader,in,389,45,Master League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#80PPP9YY,Fatcat,13,3,181,3125,3684,2745,0,0,7,1222,1241,50,admin,in,0,150,,Invidia Bandit,#9VG8P90Q,7/30/2022
#8GQGV0J0Q,Xavi Hernandez,13,3,215,3079,5053,1694,11,1,9,3620,4470,3026,member,in,2018,817,Master League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#2RPL8QYQ9,Bandit,12,5,177,3032,3220,2579,0,1,7,1225,1225,43,member,in,95,40,Master League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#QQGC9R0L,Mawo,13,5,198,2969,3942,2690,0,0,9,4971,5260,3314,admin,in,158,68,,Invidia Bandit,#9VG8P90Q,7/30/2022
#CQ28Y2QL,Fatcat,14,3,208,2932,4311,2733,0,0,8,2345,2405,154,coLeader,in,103,70,,Invidia Bandit,#9VG8P90Q,7/30/2022
#22J82P2VG,KING DAVID,12,5,170,2873,3227,1107,6,1,9,3667,3758,1297,member,in,53,224,Master League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#L09P9JQ2,mangus,13,3,227,2801,3853,3730,0,0,8,3157,3341,383,coLeader,in,0,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#LQRQ98Q0,SUNNY,12,4,164,2658,3224,2325,3,0,8,2523,2668,401,admin,in,22,112,Master League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#LCGUY8GY,raymond,13,2,194,2637,3685,2419,0,2,9,3338,3817,1481,admin,in,0,12,Master League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#Q8PYYYJ8G,Kaselcap 2.0,12,5,118,2547,2855,310,40,1,9,2880,2943,191,member,in,29,210,Crystal League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#LC8PPYCU,Shiver,14,2,210,2475,4100,1679,2,3,9,5000,5377,1842,coLeader,in,86,21,Crystal League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#9YL2YRGC,ashley,12,5,198,2448,4156,1185,4,1,9,2867,3795,1187,member,in,290,84,Crystal League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#898V80LP0,LITTLE REDSKIN,11,,122,2387,3539,622,0,0,7,2368,2507,1345,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#8YRYGRLLG,Mangusson,13,1,200,2365,3216,3807,0,0,8,3102,3282,383,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#8CGCJRV20,cass,11,,144,2355,2617,406,1,2,7,2388,2489,1119,member,in,0,0,Crystal League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#2LRRG8CUY,NikolaTesla,11,,148,2321,3500,640,11,2,6,2277,2340,267,member,in,0,0,Crystal League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#22UQGPR8G,canetoo,14,5,217,2302,3795,1850,31,1,9,3489,4343,3151,coLeader,in,224,95,Crystal League I,Invidia Bandit,#9VG8P90Q,7/30/2022
#LYRLGCL0Y,Xavi सबका बाप,11,,110,2199,2429,306,0,0,5,730,743,26,member,in,19,65,,Invidia Bandit,#9VG8P90Q,7/30/2022
#RPCV0RPV,¯❦¯,12,5,187,2090,3079,2264,1,1,9,4720,4845,3391,admin,in,215,72,Crystal League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#2L2PQY0PQ,Also Shiver,10,,117,2001,2095,208,0,0,7,2653,2747,460,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#RY2QVC9,John Fierce,11,,157,1913,3193,1056,0,0,9,3887,4804,1572,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#LUCCVV9LY,Horton’s Who,13,3,160,1598,3414,922,5,2,9,3276,3391,1028,admin,in,86,0,Gold League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#Q889VLLP0,Jack Goff,12,1,72,1589,2156,45,0,0,4,527,527,21,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#PYY2CL2,H.E.Pennypacker,9,,100,1578,1895,244,0,1,8,2565,2649,469,coLeader,in,0,0,Gold League II,Invidia Bandit,#9VG8P90Q,7/30/2022
#Y200LUJ8Y,-:Bee:-,11,,101,1569,1791,805,0,0,4,706,780,34,coLeader,in,0,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#LQRVL8RQ2,Snowman,10,,82,1497,1570,111,0,1,3,250,250,7,member,in,20,110,Gold League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#LUCPCLCC,!Clint¡,13,1,222,1488,3509,1608,13,6,9,4879,4965,1939,admin,in,609,80,Gold League III,Invidia Bandit,#9VG8P90Q,7/30/2022
#YP0CCY0YG,Kel Varnsen,8,,71,914,1475,32,0,0,7,2229,2299,302,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/30/2022
#YYC2UJYJ,domezyy,14,2,226,4748,5107,764,10,2,9,4792,4932,2837,admin,in,207,836,Titan League I,Rob-Seb,#8Q0L9CRY,7/30/2022
#GL98C8YC,SupraTurbo95,14,5,225,4631,5287,3151,7,6,9,3664,3805,288,coLeader,in,218,286,Titan League II,Rob-Seb,#8Q0L9CRY,7/30/2022
#8LVRJ0Q8,wez,13,5,224,4557,4715,2126,3,0,9,4341,4821,2423,admin,in,811,281,Titan League II,Rob-Seb,#8Q0L9CRY,7/30/2022
#ULUUR8LC,Darkitect,14,5,235,4417,5759,2533,2,0,9,4911,5423,3323,admin,in,128,156,Titan League II,Rob-Seb,#8Q0L9CRY,7/30/2022
#QVPY8CCG,Nathan,13,3,180,4175,4337,1099,8,2,9,3362,3571,609,admin,in,185,321,Titan League III,Rob-Seb,#8Q0L9CRY,7/30/2022
#RQRVYVRG,MJ,14,5,227,4008,4911,1778,3,0,9,4687,5008,1817,admin,in,208,312,Champion League I,Rob-Seb,#8Q0L9CRY,7/30/2022
#20C2CLGYL,0,14,5,232,3953,5588,2648,3,3,9,5000,5005,1166,admin,in,137,173,Champion League I,Rob-Seb,#8Q0L9CRY,7/30/2022
#2RG8YRUG,timmy,13,5,203,3730,3983,2113,0,7,9,4940,5118,637,member,in,1216,207,Champion League II,Rob-Seb,#8Q0L9CRY,7/30/2022
