tag,name,townHallLevel,townHallWeaponLevel,expLevel,trophies,bestTrophies,warStars,attackWins,defenseWins,builderHallLevel,versusTrophies,bestVersusTrophies,versusBattleWins,role,warPreference,donations,donationsReceived,league,clanName,clanTag,datePulled
#2LRYYU9PC,SHAN,10,,109,1640,1684,294,0,0,6,2217,2372,449,admin,in,0,0,,No Mercy,#LLJCVJQL,7/27/2022
#QJ229VVR2,Ice Chicken,13,1,78,1639,1673,36,0,0,4,50,50,0,admin,in,70,20,,No Mercy,#LLJCVJQL,7/27/2022
#QUR80P90J,ConorrheaTiny,9,,74,1564,1705,146,1,1,8,2198,2198,166,member,in,0,61,Gold League III,No Mercy,#LLJCVJQL,7/27/2022
#YGJLRG2YG,Shredder,13,2,143,4684,5006,469,5,0,9,3777,4103,1161,admin,in,250,247,Titan League I,Indian Prestige,#PQJUJCPL,7/27/2022
#229JY0CGY,Ra[D]oN™,14,5,227,3939,5418,1197,6,1,9,3949,3949,817,coLeader,in,486,171,Champion League I,Indian Prestige,#PQJUJCPL,7/27/2022
#PU0PRVUR0,ANCHOR,14,5,224,3915,5030,1440,0,0,9,4642,5220,943,member,in,0,45,,Indian Prestige,#PQJUJCPL,7/27/2022
#PV9UC9P9,Parshant,14,5,214,3834,3975,1204,15,3,9,4119,4366,1925,leader,in,701,596,Champion League I,Indian Prestige,#PQJUJCPL,7/27/2022
#8PJGLCGLC,Azizur Rahman,13,5,207,3669,4788,1399,1,0,9,4091,4187,1032,admin,in,132,77,Champion League II,Indian Prestige,#PQJUJCPL,7/27/2022
#P8VPPLG2,Bhuvan,13,5,184,3659,5013,715,0,0,9,3674,4484,1579,admin,in,106,0,Champion League II,Indian Prestige,#PQJUJCPL,7/27/2022
#L80QQL2R0,JWBB,12,5,141,3618,3639,262,16,1,9,2868,3259,1331,member,in,327,201,Champion League II,Indian Prestige,#PQJUJCPL,7/27/2022
#2L9CGV9R8,POGI,14,5,221,3615,3945,1631,2,1,9,4823,5125,1991,admin,in,490,265,Champion League II,Indian Prestige,#PQJUJCPL,7/27/2022
#PCVLQU2R8,Deadlock27,13,3,174,3594,3833,553,9,1,9,3532,3597,533,admin,in,517,449,Champion League II,Indian Prestige,#PQJUJCPL,7/27/2022
#YYGRGVYG,AR Arnob Raj,14,5,220,3510,5028,1619,0,0,9,3245,3611,1366,admin,in,0,78,,Indian Prestige,#PQJUJCPL,7/27/2022
#QPC2C8G,Ranvir,14,5,230,3501,4796,2853,3,0,9,4587,4647,1743,admin,in,30,90,Champion League II,Indian Prestige,#PQJUJCPL,7/27/2022
#9L92CUU8J,BasBro,13,5,160,3460,3857,347,3,2,9,5077,5604,2471,coLeader,in,15,152,Champion League III,Indian Prestige,#PQJUJCPL,7/27/2022
#LG8GUV0VU,Sushant,13,3,135,3460,3843,449,4,0,9,2716,3309,1459,admin,in,30,107,Champion League III,Indian Prestige,#PQJUJCPL,7/27/2022
#89UP0G2R2,Flouz Maluche,11,,132,3336,4105,396,10,0,8,2498,2606,641,member,in,50,402,Champion League III,Indian Prestige,#PQJUJCPL,7/27/2022
#JLLCQYUU,Count Dooku,13,4,168,3154,5005,274,1,2,9,4499,4584,1006,coLeader,in,536,0,Master League I,Indian Prestige,#PQJUJCPL,7/27/2022
#PGU2Q9J8R,premreddy,14,1,165,3080,3250,661,1,0,9,4118,4627,3660,admin,in,30,47,Master League I,Indian Prestige,#PQJUJCPL,7/27/2022
#QYVYJ0UPR,Anol,14,3,118,3065,3282,285,9,0,9,2873,3168,971,admin,in,57,156,Master League I,Indian Prestige,#PQJUJCPL,7/27/2022
#LJLPLVGR8,JAV,14,5,164,3064,3064,328,10,1,9,3974,4186,2371,admin,in,92,0,Master League I,Indian Prestige,#PQJUJCPL,7/27/2022
#8PQVPUPY0,BDT♥️SUFIAN,14,2,218,3052,5064,1467,3,1,9,2987,3373,1522,member,in,175,0,Master League I,Indian Prestige,#PQJUJCPL,7/27/2022
#9VCCC0GRR,OLver II,13,5,154,3018,5131,807,0,0,8,2581,2754,284,admin,in,185,102,Master League I,Indian Prestige,#PQJUJCPL,7/27/2022
#990V8RVVP,Sαr Kαr,12,5,212,2992,5002,1740,7,1,9,4223,4601,1783,admin,in,252,421,Master League II,Indian Prestige,#PQJUJCPL,7/27/2022
#Q829JPQRL,Lukany ビッグディック,14,5,121,2978,2996,223,5,0,9,2536,2536,213,admin,in,452,445,Master League II,Indian Prestige,#PQJUJCPL,7/27/2022
#9PLLYL202,Dr.Strange,12,5,145,2960,3218,891,0,0,7,2597,2743,692,member,in,32,0,Master League II,Indian Prestige,#PQJUJCPL,7/27/2022
#298JY9QVV,K€!tH™,12,5,177,2927,3323,1205,5,0,9,4113,4208,2047,member,in,106,400,Master League II,Indian Prestige,#PQJUJCPL,7/27/2022
#P2CPVLU9L,Ice Phoenix,14,2,223,2852,5101,1867,6,2,9,3723,3815,1595,member,in,0,123,Master League II,Indian Prestige,#PQJUJCPL,7/27/2022
#QLUPQJR22,HannEs,14,3,95,2849,2880,369,1,0,6,1427,1427,54,admin,in,398,201,Master League II,Indian Prestige,#PQJUJCPL,7/27/2022
#L09JQCPQG,Maurice,13,3,107,2799,3071,263,0,0,9,3055,3185,661,member,in,82,0,,Indian Prestige,#PQJUJCPL,7/27/2022
#LVY2GGRGG,Lochy,12,5,141,2766,4111,308,0,0,9,2755,2840,323,member,in,0,0,,Indian Prestige,#PQJUJCPL,7/27/2022
#8QUCVGC2,xannn,12,1,151,2704,3323,330,9,0,9,3044,3170,789,admin,in,44,792,Master League III,Indian Prestige,#PQJUJCPL,7/27/2022
#802Y9JJUG,Akatsuki,12,5,126,2688,2737,267,2,0,9,2696,2726,686,member,in,0,288,Master League III,Indian Prestige,#PQJUJCPL,7/27/2022
#PYVRYLV8L,Athul,13,4,158,2685,2858,909,4,3,9,3250,3488,1527,member,in,0,0,Master League III,Indian Prestige,#PQJUJCPL,7/27/2022
#2QQ8PULJJ,minipogi,12,5,172,2681,2929,677,2,0,9,4470,4474,943,admin,in,451,288,Master League III,Indian Prestige,#PQJUJCPL,7/27/2022
#90LUJ90J0,Hannes Man,14,1,169,2635,5139,915,8,4,9,3690,3836,1333,coLeader,in,430,462,Master League III,Indian Prestige,#PQJUJCPL,7/27/2022
#2U2QVYR,MyNameInder,12,5,128,2579,2787,223,0,0,7,2443,2528,660,member,in,96,1,Crystal League I,Indian Prestige,#PQJUJCPL,7/27/2022
#22Y0V90GY,nikhil,11,,109,2492,2578,285,10,1,9,2380,2406,247,admin,in,0,0,Crystal League I,Indian Prestige,#PQJUJCPL,7/27/2022
#LQPYLQR99,I AM GROOT,14,5,130,2474,3230,379,12,1,9,3108,3167,1015,admin,in,96,332,Crystal League I,Indian Prestige,#PQJUJCPL,7/27/2022
#G8QCY098,hddnshs,11,,129,2464,2670,469,2,0,7,2355,2450,818,member,in,37,67,Crystal League I,Indian Prestige,#PQJUJCPL,7/27/2022
#2LQPUVY28,persius,14,2,215,2435,4680,1846,0,0,8,2613,2826,653,admin,in,890,78,Crystal League I,Indian Prestige,#PQJUJCPL,7/27/2022
#PJ9PQLVY0,Dylan,13,3,177,2426,3266,656,0,0,9,4406,4406,1621,coLeader,in,0,0,,Indian Prestige,#PQJUJCPL,7/27/2022
#VQ0V8VVQ,BeerVille,12,5,179,2343,3628,979,3,2,9,4230,4230,1368,admin,in,73,370,Crystal League II,Indian Prestige,#PQJUJCPL,7/27/2022
#YQQ9Y9CPC,rj,14,1,138,2234,2387,266,5,0,9,3300,3387,1414,member,in,126,0,Crystal League II,Indian Prestige,#PQJUJCPL,7/27/2022
#YRQVPV8L8,Adrian,13,5,144,2164,2955,400,6,1,9,3388,3419,734,member,in,78,0,Crystal League II,Indian Prestige,#PQJUJCPL,7/27/2022
#LGYC89GG,BUNTS,11,,113,2160,2168,242,13,1,7,2317,2369,336,member,in,0,259,Crystal League III,Indian Prestige,#PQJUJCPL,7/27/2022
#LULQP008C,coc lover,13,1,154,1904,3249,636,9,1,9,3859,3948,2409,admin,in,63,0,Gold League I,Indian Prestige,#PQJUJCPL,7/27/2022
#Q0GPQP2RY,DEAD£DEAL,14,1,125,1687,2659,347,4,1,9,2694,3045,901,admin,in,113,126,Gold League II,Indian Prestige,#PQJUJCPL,7/27/2022
#QCG2RPQ0G,R[a]D™,13,1,57,1676,2295,91,0,0,5,1096,1132,42,coLeader,in,0,0,,Indian Prestige,#PQJUJCPL,7/27/2022
#Q0RLV2G88,Acer DJ,13,4,135,1660,2778,250,2,2,9,3064,3394,1390,coLeader,in,115,93,Gold League II,Indian Prestige,#PQJUJCPL,7/27/2022
#2U0RQYY2,Ân-Kêë-T,12,4,161,1511,3540,521,6,0,7,2487,2490,531,member,in,27,134,Gold League III,Indian Prestige,#PQJUJCPL,7/27/2022
#9V2L99QRC,RaZr_Alpha,11,,128,1310,2404,278,0,0,9,3011,3102,1033,member,in,126,65,Silver League I,Indian Prestige,#PQJUJCPL,7/27/2022
#8C98082J,cookie monster,14,1,234,4848,5054,1848,14,0,9,3846,4255,2420,member,in,915,498,Titan League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#RPU0LQR0,Big Dog 29,14,5,236,4551,5243,2460,17,2,9,4947,5305,3427,admin,in,1276,1326,Titan League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#QL0YGL8JP,The F Train,14,2,155,4453,4477,530,21,0,9,4026,4102,1721,member,in,278,1071,Titan League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#9UGJ02PU,CHIEF REDSKIN,14,1,207,4420,5010,1022,4,0,9,3048,3078,3231,leader,in,117,321,Titan League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#2L8UJQQ29,JohnChalant,14,5,227,4340,5535,1918,5,0,9,3867,3957,822,coLeader,in,0,0,Titan League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#GVPCQULP,*Bond007*,14,5,233,4162,5724,2082,0,2,9,4485,5062,2437,coLeader,in,167,48,Titan League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#PQJ0VLU0,Lucas,14,5,229,3990,4673,2866,0,0,9,3927,4610,3382,coLeader,in,69,3,,Invidia Bandit,#9VG8P90Q,7/29/2022
#G98YPPYQ,AJ,13,3,167,3906,4108,824,4,0,9,3514,3648,1272,member,in,169,225,Champion League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#YJU2QPLQ,cane,14,5,241,3725,3875,3195,0,0,9,2549,5092,3943,coLeader,in,140,78,Champion League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#YLCU2R922,Big Dog 87,12,5,148,3704,3946,947,14,1,7,2483,2680,657,admin,in,953,1330,Champion League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#GVYR22LP,Lady Deanna,13,2,215,3679,3897,2741,0,3,9,4271,5021,2048,admin,in,333,342,Champion League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#Q0PJRLG9,Art Vandelay,12,5,203,3570,5020,950,7,0,9,3044,3268,1576,coLeader,in,257,425,Champion League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#2C2R0228C,Darth Cool,14,3,220,3493,3518,3084,11,2,9,4585,4706,1974,member,in,30,2,Champion League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#LRVVPU08C,Dr. No,12,5,144,3343,3647,1077,0,2,9,3150,3150,763,member,in,48,72,Champion League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#LP0RVRP8,M0nkeyBumH3ad,14,5,183,3313,3756,2008,0,0,9,3728,3875,584,admin,in,60,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#QVGGVC02,MarketHood,14,5,226,3310,5184,1511,10,0,9,3372,3374,646,coLeader,in,0,0,Champion League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#QP8V9Y2G,tanvir khakh,12,5,168,3242,3326,648,0,0,9,3239,3358,968,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#VJU0809J,Quincy,12,5,170,3200,4348,781,2,0,8,2518,2579,459,member,in,40,42,Champion League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#982V0CC9Q,メイド・イン・ヘブン　〆Ice,12,3,141,3199,3503,643,1,1,9,2642,2873,541,member,in,0,0,Champion League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#9PRQYL90C,•ᴮᴬᴰʙᴏʏツ,14,5,210,3190,3561,784,26,3,9,2504,2822,954,member,in,1302,2103,Master League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#LYPR8JC9,Daniel,14,5,231,3155,4119,3502,0,1,9,3356,3356,159,coLeader,in,319,45,Master League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#80PPP9YY,Fatcat,13,3,181,3125,3684,2741,0,0,7,1222,1241,50,admin,in,0,110,,Invidia Bandit,#9VG8P90Q,7/29/2022
#8GQGV0J0Q,Xavi Hernandez,13,3,215,3060,5053,1694,10,1,9,3675,4470,3026,member,in,1784,770,Master League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#2RPL8QYQ9,Bandit,12,5,177,3038,3220,2577,0,1,7,1225,1225,43,member,in,75,40,Master League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#QQGC9R0L,Mawo,13,5,198,2969,3942,2690,0,0,9,4971,5260,3314,admin,in,158,68,,Invidia Bandit,#9VG8P90Q,7/29/2022
#CQ28Y2QL,Fatcat,14,3,208,2932,4311,2733,0,0,8,2345,2405,154,coLeader,in,103,70,,Invidia Bandit,#9VG8P90Q,7/29/2022
#22J82P2VG,KING DAVID,12,5,170,2842,3227,1107,4,1,9,3696,3758,1297,member,in,53,152,Master League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#L09P9JQ2,mangus,13,3,227,2812,3853,3730,0,0,8,3157,3341,383,coLeader,in,0,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#LQRQ98Q0,SUNNY,12,4,164,2676,3224,2325,3,0,8,2523,2668,401,admin,in,22,112,Master League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#LCGUY8GY,raymond,13,2,194,2611,3685,2417,0,1,9,3338,3817,1481,admin,in,0,12,Master League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#Q8PYYYJ8G,Kaselcap 2.0,12,5,118,2465,2855,308,32,0,9,2880,2943,191,member,in,29,210,Crystal League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#LC8PPYCU,Shiver,14,2,210,2453,4100,1675,2,1,9,5000,5377,1842,coLeader,in,86,21,Crystal League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#9YL2YRGC,ashley,12,5,198,2448,4156,1183,4,1,9,2867,3795,1187,member,in,290,84,Crystal League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#898V80LP0,LITTLE REDSKIN,11,,122,2404,3539,622,0,0,7,2368,2507,1345,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#8YRYGRLLG,Mangusson,13,1,200,2365,3216,3807,0,0,8,3102,3282,383,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#8CGCJRV20,cass,11,,144,2364,2617,406,1,2,7,2388,2489,1119,member,in,0,0,Crystal League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#2LRRG8CUY,NikolaTesla,11,,148,2316,3500,640,10,2,6,2277,2340,267,member,in,0,0,Crystal League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#22UQGPR8G,canetoo,14,5,217,2302,3795,1850,31,1,9,3489,4343,3151,coLeader,in,224,95,Crystal League I,Invidia Bandit,#9VG8P90Q,7/29/2022
#LYRLGCL0Y,Xavi सबका बाप,11,,110,2199,2429,306,0,0,5,730,743,26,member,in,1,65,,Invidia Bandit,#9VG8P90Q,7/29/2022
#RPCV0RPV,¯❦¯,12,5,187,2090,3079,2260,1,1,9,4720,4845,3391,admin,in,122,72,Crystal League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#2L2PQY0PQ,Also Shiver,10,,117,2001,2095,208,0,0,7,2653,2747,460,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#RY2QVC9,John Fierce,11,,157,1913,3193,1056,0,0,9,3887,4804,1572,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#LUCCVV9LY,Horton’s Who,13,2,160,1692,3414,920,3,1,9,3276,3391,1028,admin,in,0,0,Gold League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#Y200LUJ8Y,-:Bee:-,11,,101,1602,1791,805,0,0,4,706,780,34,coLeader,in,0,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#Q889VLLP0,Jack Goff,12,1,72,1589,2156,45,0,0,4,527,527,21,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#PYY2CL2,H.E.Pennypacker,9,,100,1558,1895,240,0,0,8,2565,2649,469,coLeader,in,0,0,Gold League II,Invidia Bandit,#9VG8P90Q,7/29/2022
#LQRVL8RQ2,Snowman,10,,82,1497,1570,107,0,1,3,250,250,7,member,in,0,80,Gold League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#LUCPCLCC,!Clint¡,13,1,222,1490,3509,1604,8,6,9,4879,4965,1939,admin,in,550,80,Gold League III,Invidia Bandit,#9VG8P90Q,7/29/2022
#YP0CCY0YG,Kel Varnsen,8,,71,868,1475,32,0,0,7,2229,2299,302,member,in,0,0,,Invidia Bandit,#9VG8P90Q,7/29/2022
#YYC2UJYJ,domezyy,14,2,226,4796,5107,764,10,2,9,4792,4932,2837,admin,in,121,836,Titan League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#GL98C8YC,SupraTurbo95,14,5,225,4639,5287,3149,7,6,9,3664,3805,288,coLeader,in,218,286,Titan League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#8LVRJ0Q8,wez,13,5,224,4562,4715,2126,2,0,9,4341,4821,2423,admin,in,604,229,Titan League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#ULUUR8LC,Darkitect,14,5,235,4407,5759,2533,1,0,9,4878,5423,3322,admin,in,82,156,Titan League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#QVPY8CCG,Nathan,13,3,180,4206,4337,1099,8,2,9,3362,3571,609,admin,in,185,321,Titan League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#RQRVYVRG,MJ,14,5,227,4023,4911,1778,3,0,9,4687,5008,1817,admin,in,168,312,Champion League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#20C2CLGYL,0,14,5,232,3962,5588,2644,3,3,9,5000,5005,1166,admin,in,107,173,Champion League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#2RG8YRUG,timmy,13,5,203,3695,3983,2111,0,5,9,4940,5118,637,member,in,1156,207,Champion League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#RVQY2P9V,scap99,14,5,217,3634,4387,2398,1,3,9,4627,5024,3832,admin,in,388,120,Champion League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#JGQQ2R2L,stonedboss II,14,1,181,3605,3693,1025,0,2,9,3749,3749,863,member,in,203,257,Champion League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#9CJRYVP,King,12,5,184,3534,3591,1626,6,2,9,4788,5069,2370,admin,in,127,275,Champion League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#8Q08UJQV0,Coco,13,3,192,3447,3563,2539,0,0,7,2469,2732,985,leader,in,473,0,Champion League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#Q20JJQLP,Red,13,4,178,3298,3741,844,0,1,9,3105,3307,876,member,in,0,0,Champion League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#V9JRRY8R,stonedboss,14,5,216,3272,3776,1542,0,2,9,4748,4757,1419,admin,in,681,123,Champion League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#8LQYCJLRJ,McKnight,14,1,217,3230,5139,1043,0,0,9,3903,4017,744,coLeader,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#299LJLL8G,Greg,14,5,240,3224,5139,1191,4,0,9,3613,4346,3008,admin,in,218,195,Champion League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#202GLPUJG,mattc,14,1,209,3185,3736,1927,0,0,9,4810,5154,3046,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#28YC9UV9,Tatu 09,13,3,188,3090,3720,1501,0,2,8,2533,2614,435,admin,in,0,45,Master League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#RCUVLJG,Terror d'or,13,2,186,3041,3274,1519,5,0,8,2820,3004,677,member,in,49,111,Master League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#LLVY28J,Edo25,11,,115,3018,3318,194,2,0,8,2176,2231,241,member,in,25,477,Master League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#9JUU8YRP,Slungshot326,12,5,170,2825,3581,518,0,0,9,3789,3910,1433,admin,in,274,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#8QU8QLYPJ,TV39,12,5,155,2775,3817,489,7,0,9,3457,3489,1181,member,in,470,546,Master League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#8GQ2L0RL,Sebastian,13,5,193,2698,3578,1309,0,2,9,3340,3523,898,admin,in,0,0,Master League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#2QLV29V0,mark,12,5,177,2685,3631,1297,0,0,9,3053,3194,512,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#U282U,Dead Joker,11,,133,2680,2982,264,26,0,8,2558,2843,493,member,in,132,469,Master League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#92JLRYPUV,Mini Boog,12,5,167,2661,3408,1252,0,0,9,2443,2443,185,coLeader,in,85,40,,Rob-Seb,#8Q0L9CRY,7/29/2022
#LRY9JLRJ,liammonks10,12,2,140,2643,2901,430,0,0,8,2441,2472,321,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#PJ9QPLQLJ,Rene Descartes,13,4,151,2639,2920,1111,24,1,9,3129,3519,785,member,in,60,265,Master League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#YQYL0088,Victor,11,,130,2612,2812,435,3,2,9,2979,3036,677,member,in,82,134,Master League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#800PP9LUJ,Tobiah,13,5,183,2525,3526,1422,0,0,9,4031,4390,1391,coLeader,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#UU8LRRRU,pico dehalcon,12,5,173,2500,3969,1152,16,0,9,2721,3655,1046,member,in,148,583,Crystal League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#R9U8CUL,Lollo,11,,132,2452,2873,438,0,0,7,2398,2398,542,member,in,167,75,,Rob-Seb,#8Q0L9CRY,7/29/2022
#280C2VV0C,swimmerhair,14,4,231,2364,5476,2431,0,0,9,4832,5089,2860,coLeader,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#YP92V9PP,RedWRX74,12,4,179,2322,3210,1190,0,2,9,3161,3487,791,coLeader,in,158,0,Crystal League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#JR2PRU0P,Godz,12,5,173,2282,3211,2061,0,1,9,3082,3198,543,member,in,0,0,Crystal League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#LYLGR88JG,Banana Soup,12,5,124,2210,2340,442,0,0,9,2745,2835,508,coLeader,in,173,80,,Rob-Seb,#8Q0L9CRY,7/29/2022
#LRUG98R98,Seabass,12,5,131,2205,2649,560,0,6,7,2247,2441,331,admin,in,0,0,Crystal League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#98GC8QRQ,john,13,4,141,2198,2987,336,0,0,6,1891,1990,133,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#L0PV09L0Q,Swishmaster,12,2,84,2136,2240,22,7,1,4,1519,1542,64,member,in,94,102,Crystal League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#LG0GYG2U,Gonzo,11,,142,2114,2902,795,0,0,7,2195,2387,503,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#820P8L220,MoV,11,,124,2113,2270,170,0,0,5,1746,1746,148,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#2PRQVQJP,IlikeVisa,11,,137,2058,2870,344,0,0,8,2444,2500,350,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#LQYY9L80U,GunHawk,10,,84,2058,2104,129,5,0,7,1981,2065,293,member,in,0,0,Crystal League III,Rob-Seb,#8Q0L9CRY,7/29/2022
#Q2QGLVLVL,stoned minimini,11,,85,1935,1948,96,0,2,8,856,856,27,coLeader,in,0,141,Gold League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#QPR0JL8C0,Feeny37,10,,86,1788,1823,100,0,0,6,1578,1651,102,member,in,0,0,Gold League II,Rob-Seb,#8Q0L9CRY,7/29/2022
#QPPQVGVCY,Retired Fun,11,,129,1783,2696,342,1,3,9,2519,2833,867,member,in,123,63,Gold League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#PPVYR8YC9,Jinluy,9,,85,1771,1817,48,8,0,6,2155,2155,293,member,in,2,144,Gold League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#QR8P98299,اللّه,9,,82,1493,2019,53,0,0,7,1862,1923,223,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#Q8QRLPJUJ,PekkaBoMack,10,,84,1328,1413,272,0,0,2,403,445,15,coLeader,in,0,0,Silver League I,Rob-Seb,#8Q0L9CRY,7/29/2022
#LQPC02YRQ,DrunkBanana,10,,72,947,1057,55,0,0,4,50,50,0,member,in,0,0,,Rob-Seb,#8Q0L9CRY,7/29/2022
#290LGJPL,UnDead Monkeyy,14,5,231,4946,5330,2508,20,1,9,3421,3996,3237,member,in,336,0,Legend League,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#UJVR2Y9,Sir Rgra,14,5,238,4945,5294,2953,8,1,9,4089,4327,1975,coLeader,in,655,750,Titan League I,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#2JG0RPCY9,Robert III,14,5,233,4888,5300,2799,11,0,9,4076,4357,1900,member,in,123,60,Titan League I,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#PR0UURRJ,mgrav,14,5,228,4683,5302,2841,2,1,9,4134,4648,3482,member,in,0,99,Titan League I,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#Y22088QL,osja76,14,5,221,4620,5060,2910,0,0,9,4262,4281,1200,member,in,186,178,,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#2Q0UYQPR,mgrav the third,14,5,211,4612,5006,1719,4,0,9,3773,4275,1642,member,in,329,192,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#92VRP822,Hades,14,5,219,4610,5310,2560,0,0,9,4372,4428,362,member,in,0,0,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#80R9C08L,kick,14,5,238,4586,5210,2624,1,1,9,4061,4686,3352,member,in,366,141,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#8R9280CJ0,Anubis,13,1,185,4537,4860,832,21,0,8,2663,2839,1266,admin,in,109,0,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#VP9V8CPR,SiriusGoldman,14,5,235,4440,5436,3147,1,1,9,2788,4772,3840,member,in,102,111,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#9RP8UCC8,vp,14,5,238,4425,5190,2918,8,1,9,4886,5434,6536,member,in,698,6,Titan League II,Vi11ageWarriors,#LL2C8L8V,7/29/2022
#JU9QQJY9,mongo,14,2,210,4356,4382,3586,10,2,9,4239,4265,3485,admin,in,0,0,Titan League III,Vi11ageWarriors,#LL2C8L8V,7/29/2022
